affinity	name	stars	class	race	attack	recovery	health	leader ability	defender skill	counter skill	slayer	bounty hunter	commander	warden	combat ability	evolve from	evolve into
fire	Sarah, Eternal Dragon	****	Balanced	Legend				Legendary Might I: 125% Damage, REC and HP for all Legend Heroes	Unknown	Unknown	2x	2x	2x		Eternal Virtue: Transform 5 Gems to Fire.		Sarah, Eternal Dragon *****
fire	Sarah, Eternal Dragon	*****	Balanced	Legend				Legendary Might II: 150% Damage, REC and HP for all Legend Heroes	Unknown	Unknown	3x	3x	3x			Sarah, Eternal Dragon ****	Sarah, Eternal Dragon ******
fire	Sarah, Eternal Dragon	******	Balanced	Legend				Legendary Might III: 175% Damage, REC and HP for all Legend Heroes	Unknown	Unknown	4x	4x	4x		Eternal Virtue: Transform 12 Gems to Fire.	Sarah, Eternal Dragon *****	
fire	Leah, Silent Dragon	****	Balanced	Legend				Legendary Might I: 125% Damage, REC and HP for all Legend Heroes	Unknown	Unknown	2x	2x	2x		Silent Virtue: Upgrades 2 Fire Gems to a Power I Gem.		Leah, Silent Dragon *****
fire	Leah, Silent Dragon	*****	Balanced	Legend				Legendary Might II: 150% Damage, REC and HP for all Legend Heroes	Unknown	Unknown	3x	3x	3x			Leah, Silent Dragon ****	Leah, Silent Dragon ******
fire	Leah, Silent Dragon	******	Balanced	Legend				Legendary Might III: 175% Damage, REC and HP for all Legend Heroes	Unknown	Unknown	4x	4x	4x		Silent Virtue: Generates 2 Fire Power Gem III.	Leah, Silent Dragon *****	
fire	Twin Dragons	****	Balanced	Legend				Legendary Might IV: 200% Damage, REC and HP for all Legend Heroes	Unknown	Unknown	3x	3x	3x		Amaranthine Force: Upgrade 2 Fire Gems to a Power II Gem and tranform 7 Gems to fire.		Twin Dragons *****
fire	Blackbeard	****	Warrior	Human	1224	408	2039	Attacker Blessing IV: 260% REC for all Attacker Heroes	Vessel	Dispel Blind				yes	Heart Of Darkness: Blackbeard steals the enemy's weapons, reducing their damage by 25% and increasing his own ATK by 25% for 3 turns.		Blackbeard *****
fire	Blackbeard	*****	Warrior	Human	2080	692	3465	Attacker Blessing V: 280% REC for all Attacker Heroes	Vessel	Dispel Blind				yes		Blackbeard ****	Blackbeard ******
fire	Blackbeard	******	Warrior	Human	3024	1008	5040	Attacker Blessing VI: 300% REC for all Attacker Heroes	Vessel	Dispel Blind				yes	Heart Of Darkness: Blackbeard steals the enemy's weapons, reducing their damage by 50% and increasing his own ATK by 50% for 3 turns.	Blackbeard *****	
fire	Kinich Ahau	****	Attacker	Ancient				Warrior Armor IV: 160% HP for all Warrior Heroes	Drain	Dispel Weaken	2x						Kinich Ahau *****
fire	Kinich Ahau	*****	Attacker	Ancient				Warrior Armor V: 180% HP for all Warrior Heroes	Drain	Dispel Weaken	3x					Kinich Ahau ****	Kinich Ahau ******
fire	Kinich Ahau	******	Attacker	Ancient	5228	698	3495	Warrior Armor VI: 200% HP for all Warrior Heroes	Drain	Dispel Weaken	4x				Daybreak: Turn up to 5 Water Gems into Fire Gems. If 10 Fire Gems exists, then deal 1000% to an Earth enemy.	Kinich Ahau *****	
fire	The Night Sun	***	Attacker	Ancient	1246	166	835	Fire Ancient Might I: 175% Damage and HP for all Fire Ancient Heroes	Armor	Dispel Poison	2x				Sun Spear: Destroy all non-Fire Gems and attack for 500% of ATK.		The Night Sun ****
fire	The Night Sun	****	Attacker	Ancient	2031	271	1360	Fire Ancient Might II: 200% Damage and HP for all Fire Ancient Heroes	Armor	Dispel Poison	2x				Sun Spear: Destroy all non-Fire Gems and attack for 650% of ATK.	The Night Sun ***	The Night Sun *****
fire	The Night Sun	*****	Attacker	Ancient	3453	462	2316	Fire Ancient Might III: 225% Damage and HP for all Fire Ancient Heroes	Armor	Dispel Poison	3x				Sun Spear: Destroy all non-Fire Gems and attack for 850% of ATK.	The Night Sun ****	The Night Sun ******
fire	The Night Sun	******	Attacker	Ancient	5016	668	3345	Fire Ancient Might IV: 300% Damage and HP for all Fire Ancient Heroes	Armor	Dispel Poison	4x				Sun Spear: Destroy all non-Fire Gems and attack for 1100% of ATK.	The Night Sun *****	
fire	Ixtab, Hanging Goddess	***	Attacker	Ancient				Fire Ancient Might I: 175% Damage and HP for all Fire Ancient Heroes	Regen	Dispel Fear	2x						Ixtab, Hanging Goddess ****
fire	Ixtab, Hanging Goddess	****	Attacker	Ancient	2125	285	1430	Fire Ancient Might II: 200% Damage and HP for all Fire Ancient Heroes	Regen	Dispel Fear	2x					Ixtab, Hanging Goddess ***	Ixtab, Hanging Goddess *****
fire	Ixtab, Hanging Goddess	*****	Attacker	Ancient	3593	482	2408	Fire Ancient Might III: 225% Damage and HP for all Fire Ancient Heroes	Regen	Dispel Fear	3x					Ixtab, Hanging Goddess ****	Ixtab, Hanging Goddess ******
fire	Ixtab, Hanging Goddess	******	Attacker	Ancient	5218	696	3479	Fire Ancient Might IV: 300% Damage and HP for all Fire Ancient Heroes	Regen	Dispel Fear	4x				Flaming Portent: Attack an Earth enemy for 2000% of ATK and increase the enemy turn counter by 1.	Ixtab, Hanging Goddess *****	
fire	The Minotaur	****	Defender	Fable	883	293	3662	Fable Armor IV: 160% HP for all Fable Heroes	Fear	Dispel GemSilence				yes	Flaming Cleaver: Attack for 500% HP.		The Minotaur *****
fire	The Minotaur	*****	Defender	Fable	1501	500	6219	Fable Armor V: 180% HP for all Fable Heroes	Fear	Dispel GemSilence				yes		The Minotaur ****	The Minotaur ******
fire	The Minotaur	******	Defender	Fable				Fable Armor VI: 200% HP for all Fable Heroes	Fear	Dispel GemSilence				yes		The Minotaur *****	
fire	Juggernaut	****	Guardian	Goblin	428	565	2825	Warrior Armor IV: 160% HP for all Warrior Heroes	Dodge	Dispel Panic				yes	Unstoppable: Destroy 1/3 of all Gems on the board		Juggernaut *****
fire	Juggernaut	*****	Guardian	Goblin	730	958	4798	Warrior Armor V: 180% HP for all Warrior Heroes	Dodge	Dispel Panic				yes	Unstoppable: Destroy 1/2 of all Gems on the board	Juggernaut ****	Juggernaut ******
fire	Juggernaut	******	Guardian	Goblin	1058	1395	6978	Warrior Armor VI: 200% HP for all Warrior Heroes	Dodge	Dispel Panic				yes	Unstoppable: Destroy all Gems on the board	Juggernaut *****	
fire	Yonica, Queen of Flames	****	Attacker	Spirit				Honored Might IV: 160% Damage for all Honored Heroes	GemSilence	Dispel Weaken			2x				Yonica, Queen of Flames *****
fire	Yonica, Queen of Flames	*****	Attacker	Spirit	3725	498	2494	Honored Might V: 180% Damage for all Honored Heroes	GemSilence	Dispel Weaken			3x			Yonica, Queen of Flames ****	Yonica, Queen of Flames ******
fire	Yonica, Queen of Flames	******	Attacker	Spirit	5428	726	3629	Honored Might VI: 200% Damage for all Honored Heroes	GemSilence	Dispel Weaken			4x		Blazing Soul: Create 4 to 6 Fire Gems. The number of gems increases as your HP% increases.	Yonica, Queen of Flames *****	
fire	Idalia the Bright	***	Warrior	Spirit	1038	87	1728	Fire Spirit Might I: 175% Damage and HP for all Fire Spirit Heroes	Poison	Dispel Armor			2x				Idalia the Bright ****
fire	Idalia the Bright	****	Warrior	Spirit	1692	142	2821	Fire Spirit Might II: 200% Damage and HP for all Fire Spirit Heroes	Poison	Dispel Armor			2x		Sunbeam: Generate 1 Fire Power Gem I.	Idalia the Bright ***	Idalia the Bright *****
fire	Idalia the Bright	*****	Warrior	Spirit	2878	244	4796	Fire Spirit Might III: 225% Damage and HP for all Fire Spirit Heroes	Poison	Dispel Armor			3x			Idalia the Bright ****	Idalia the Bright ******
fire	Idalia the Bright	******	Warrior	Spirit	4174	347	6956	Fire Spirit Might IV: 300% Damage and HP for all Fire Spirit Heroes	Poison	Dispel Armor			4x		Sunbeam: Generate 1 Fire Power Gem III.	Idalia the Bright *****	
fire	Sunspot	***	Attacker	Spirit				Fire Spirit Might I: 175% Damage and HP for all Fire Spirit Heroes	Might	Dispel Fear			2x				Sunspot ****
fire	Sunspot	****	Attacker	Spirit				Fire Spirit Might II: 200% Damage and HP for all Fire Spirit Heroes	Might	Dispel Fear			2x			Sunspot ***	Sunspot *****
fire	Sunspot	*****	Attacker	Spirit				Fire Spirit Might III: 225% Damage and HP for all Fire Spirit Heroes	Might	Dispel Fear			3x			Sunspot ****	Sunspot ******
fire	Sunspot	******	Attacker	Spirit	5418	722	3613	Fire Spirit Might IV: 300% Damage and HP for all Fire Spirit Heroes	Might	Dispel Fear			4x		Solar Flare: Become immune to enemy damage for 1 turn.	Sunspot *****	
fire	Penelope The Swift	***	Warrior	Demigod	1038	87	1728	Fire Demigod Might I: 175% Damage and HP for all Fire Demigod Heroes	Armor	Dispel Weaken	2x				Fire Bomb: Transforms 2 Gems into Fire. Attack an Earth enemy for 500% ATK.		Penelope The Swift ****
fire	Penelope The Swift	****	Warrior	Demigod	1692	142	2821	Fire Demigod Might II: 200% Damage and HP for all Fire Demigod Heroes	Armor	Dispel Weaken	2x				Fire Bomb: Transforms 2 Gems into Fire. Attack an Earth enemy for 750% ATK.	Penelope The Swift ***	Penelope The Swift *****
fire	Penelope The Swift	*****	Warrior	Demigod	2878	244	4796	Fire Demigod Might III: 225% Damage and HP for all Fire Demigod Heroes	Armor	Dispel Weaken	3x				Fire Bomb: Transforms 2 Gems into Fire. Attack an Earth enemy for 1100% ATK.	Penelope The Swift ****	Penelope The Swift ******
fire	Penelope The Swift	******	Warrior	Demigod	4174	347	6956	Fire Demigod Might IV: 300% Damage and HP for all Fire Demigod Heroes	Armor	Dispel Weaken	4x				Fire Bomb: Transforms 2 Gems into Fire. Attack an Earth enemy for 1500% ATK.	Penelope The Swift *****	
fire	Vulcan's Revenge	****	Defender	Dragon	915	305	3796	Human Armor IV: 160% HP for all Human Heroes	Alacrity	Dispel Toxin				yes	Scorched Earth: Very slightly increases Fire's effectiveness against Earth for 1 turn for all Heroes. Does not stack with itself.		Vulcan's Revenge *****
fire	Vulcan's Revenge	*****	Defender	Dragon	1557	518	6447	Human Armor V: 180% HP for all Human Heroes	Alacrity	Dispel Toxin				yes	Scorched Earth: Slightly increases Fire's effectiveness against Earth for 1 turn for all Heroes. Does not stack with itself.	Vulcan's Revenge ****	Vulcan's Revenge ******
fire	Vulcan's Revenge	******	Defender	Dragon	2260	752	9385	Human Armor VI: 200% HP for all Human Heroes	Alacrity	Dispel Toxin				yes	Scorched Earth: Increases Fire's effectiveness against Earth for 1 turn for all Heroes. Does not stack with itself.	Vulcan's Revenge *****	
fire	Javus, Dragon Protector	****	Attacker	Corrupt				Technological Armor IV: 160% HP for all Technological Heroes	Alacrity	Dispel Toxin			2x				Javus, Dragon Protector *****
fire	Javus, Dragon Protector	*****	Attacker	Corrupt				Technological Armor V: 180% HP for all Technological Heroes	Alacrity	Dispel Toxin			3x			Javus, Dragon Protector ****	Javus, Dragon Protector ******
fire	Javus, Dragon Protector	******	Attacker	Corrupt	5628	752	3761	Technological Armor VI: 200% HP for all Technological Heroes	Alacrity	Dispel Toxin			4x		Mask of Flames: Create 2 Fire Gems. Destroy 2 Water Gems. Both are increased by 1 for every 30 stacks of Corrupt Intensity.	Javus, Dragon Protector *****	
fire	Oracle Shirala	***	Warrior	Corrupt	1078	91	1794	Fire Corrupt Might I: 175% Damage and HP for all Fire Corrupt Heroes	Blind	Dispel Poison			2x				Oracle Shirala ****
fire	Oracle Shirala	****	Warrior	Corrupt	1756	146	2929	Fire Corrupt Might II: 200% Damage and HP for all Fire Corrupt Heroes	Blind	Dispel Poison			2x			Oracle Shirala ***	Oracle Shirala *****
fire	Oracle Shirala	*****	Warrior	Corrupt	2986	252	4978	Fire Corrupt Might III: 255% Damage and HP for all Fire Corrupt Heroes	Blind	Dispel Poison			3x			Oracle Shirala ****	Oracle Shirala ******
fire	Oracle Shirala	******	Warrior	Corrupt	4334	361	7222	Fire Corrupt Might IV: 300% Damage and HP for all Fire Corrupt Heroes	Blind	Dispel Poison			4x		Flames of Ecstacy: Attak for 1500% ATK. This is increased by every stack of Corrupt Intensity, up to an extra 2000% ATK. Increases Corrupt Intensity by 10.	Oracle Shirala *****	
fire	Dragon Dancer	***	Attacker	Corrupt				Fire Corrupt Might I: 175% Damage and HP for all Fire Corrupt Heroes	Absorb	Dispel Weaken			2x				Dragon Dancer ****
fire	Dragon Dancer	****	Attacker	Corrupt				Fire Corrupt Might II: 200% Damage and HP for all Fire Corrupt Heroes	Absorb	Dispel Weaken			2x			Dragon Dancer ***	Dragon Dancer *****
fire	Dragon Dancer	*****	Attacker	Corrupt				Fire Corrupt Might III: 255% Damage and HP for all Fire Corrupt Heroes	Absorb	Dispel Weaken			3x			Dragon Dancer ****	Dragon Dancer ******
fire	Dragon Dancer	******	Attacker	Corrupt	5618	748	3745	Fire Corrupt Might IV: 300% Damage and HP for all Fire Corrupt Heroes	Absorb	Dispel Weaken			4x		Flames of Devotion: Generate 2 Fire Power Gems IV's.	Dragon Dancer *****	
fire	Flameheart	****	Attacker	Fable	2363	317	1586	Fire Fable Guild II: 300% Damage and HP for all Fire Fable Heroes in GvG attacks	Might	Dispel GemSilence	2x						Flameheart *****
fire	Flameheart	*****	Attacker	Fable	3999	534	2676	Fire Fable Guild III: 325% Damage and HP for all Fire Fable Heroes in GvG attacks	Might	Dispel GemSilence	3x					Flameheart ****	Flameheart ******
fire	Flameheart	******	Attacker	Fable	5828	778	3895	Fire Fable Guild IV: 400% Damage and HP for all Fire Fable Heroes in GvG attacks	Might	Dispel GemSilence	4x					Flameheart *****	
fire	Vanguard Contessa	***	Warrior	Fable	1118	95	1862	Fire Fable Might I: 175% Damage and HP for all Fire Fable Heroes	Thorns	Dispel Drain	2x						Vanguard Contessa ****
fire	Vanguard Contessa	****	Warrior	Fable	1820	152	3035	Fire Fable Might II: 200% Damage and HP for all Fire Fable Heroes	Thorns	Dispel Drain	2x					Vanguard Contessa ***	Vanguard Contessa *****
fire	Vanguard Contessa	*****	Warrior	Fable	3096	262	5160	Fire Fable Might III: 225% Damage and HP for all Fire Fable Heroes	Thorns	Dispel Drain	3x					Vanguard Contessa ****	Vanguard Contessa ******
fire	Vanguard Contessa	******	Warrior	Fable	4494	375	7488	Fire Fable Might IV: 300% Damage and HP for all Fire Fable Heroes	Thorns	Dispel Drain	4x					Vanguard Contessa *****	
fire	Silverhoof	***	Attacker	Fable				Fire Fable Might I: 175% Damage and HP for all Fire Fable Heroes	Panic	Dispel Zombie	2x						Silverhoof ****
fire	Silverhoof	****	Attacker	Fable				Fire Fable Might II: 200% Damage and HP for all Fire Fable Heroes	Panic	Dispel Zombie	2x					Silverhoof ***	Silverhoof *****
fire	Silverhoof	*****	Attacker	Fable				Fire Fable Might III: 225% Damage and HP for all Fire Fable Heroes	Panic	Dispel Zombie	3x					Silverhoof ****	Silverhoof ******
fire	Silverhoof	******	Attacker	Fable				Fire Fable Might IV: 300% Damage and HP for all Fire Fable Heroes	Panic	Dispel Zombie	4x					Silverhoof *****	
fire	Master Lancer Elsa	******	Attacker	Fable				Fire Fable Might IV: 300% Damage and HP for all Fire Fable Heroes	Panic	Dispel Zombie	5x						
fire	Bad Santa	****	Warrior	Spirit	1886	158	3145	Human Blessing IV: 260% REC for all Human Heroes	GemSilence	Dispel Thorns				yes	Naughty List: Attack all enemies for 600% of ATK.		Bad Santa *****
fire	Bad Santa	*****	Warrior	Spirit	3206	270	5346	Human Blessing V: 280% REC for all Human Heroes	GemSilence	Dispel Thorns				yes	Naughty List: Attack all enemies for 700% of ATK.	Bad Santa ****	Bad Santa ******
fire	Bad Santa	******	Warrior	Spirit	4668	393	7778	Human Blessing VI: 300% REC for all Human Heroes	GemSilence	Dispel Thorns				yes	Naughty List: Attack all enemies for 800% of ATK.	Bad Santa *****	
fire	Vinder, Bloodletter	****	Attacker	Ancient	2363	317	1586	Fire Ancient Guild II: 300% Damage and HP for all Fire Ancient Heroes in GvG attacks	GemSilence	Dispel Judgement			2x				Vinder, Bloodletter *****
fire	Vinder, Bloodletter	*****	Attacker	Ancient	3999	534	2676	Fire Ancient Guild III: 325% Damage and HP for all Fire Ancient Heroes in GvG attacks	GemSilence	Dispel Judgement			3x			Vinder, Bloodletter ****	Vinder, Bloodletter ******
fire	Vinder, Bloodletter	******	Attacker	Ancient	5828	778	3895	Fire Ancient Guild IV: 400% Damage and HP for all Fire Ancient Heroes in GvG attacks	GemSilence	Dispel Judgement			4x			Vinder, Bloodletter *****	
fire	Eva, Forgotten Daughter	***	Warrior	Ancient	1118	95	1862	Fire Ancient Might I: 175% Damage and HP for all Fire Ancient Heroes	Traitor	Dispel Panic			2x				Eva, Forgotten Daughter ****
fire	Eva, Forgotten Daughter	****	Warrior	Ancient	1820	153	3035	Fire Ancient Might II: 200% Damage and HP for all Fire Ancient Heroes	Traitor	Dispel Panic			2x			Eva, Forgotten Daughter ***	Eva, Forgotten Daughter *****
fire	Eva, Forgotten Daughter	*****	Warrior	Ancient	3096	262	5160	Fire Ancient Might III: 225% Damage and HP for all Fire Ancient Heroes	Traitor	Dispel Panic			3x			Eva, Forgotten Daughter ****	Eva, Forgotten Daughter ******
fire	Eva, Forgotten Daughter	******	Warrior	Ancient	4494	375	7488	Fire Ancient Might IV: 300% Damage and HP for all Fire Ancient Heroes	Traitor	Dispel Panic			4x			Eva, Forgotten Daughter *****	
fire	Crimson, Vengeance	***	Warrior	Ancient				Fire Ancient Might I: 175% Damage and HP for all Fire Ancient Heroes	Siphon	Dispel Judgement			2x				Crimson, Vengeance ****
fire	Crimson, Vengeance	****	Warrior	Ancient				Fire Ancient Might II: 200% Damage and HP for all Fire Ancient Heroes	Siphon	Dispel Judgement			2x			Crimson, Vengeance ***	Crimson, Vengeance *****
fire	Crimson, Vengeance	*****	Warrior	Ancient				Fire Ancient Might III: 225% Damage and HP for all Fire Ancient Heroes	Siphon	Dispel Judgement			3x			Crimson, Vengeance ****	Crimson, Vengeance ******
fire	Crimson, Vengeance	******	Warrior	Ancient	4654	387	7756	Fire Ancient Might IV: 300% Damage and HP for all Fire Ancient Heroes	Siphon	Dispel Judgement			4x			Crimson, Vengeance *****	
fire	Valadim	******	Warrior	Ancient				Fire Ancient Might IV: 300% Damage and HP for all Fire Ancient Heroes	Siphon	Dispel Flatline			5x				
fire	Cecilia, The Proud	****	Attacker	Demigod				Technological Blessing IV: 260% REC for all Technological Heroes	GemSilence	Dispel Fear	2x		2x				Cecilia, The Proud *****
fire	Cecilia, The Proud	*****	Attacker	Demigod	3725	498	2494	Technological Blessing V: 280% REC for all Technological Heroes	GemSilence	Dispel Fear	3x		3x		Knight of Flames: Generate 1 Fire Power Gem II. If you have less than 100% HP, this effect is doubled.	Cecilia, The Proud ****	Cecilia, The Proud ******
fire	Cecilia, The Proud	******	Attacker	Demigod	5428	726	3629	Technological Blessing VI: 300% REC for all Technological Heroes	GemSilence	Dispel Fear	4x		4x		Knight of Flames: Generate 1 Fire Power Gem III. If you have less than 100% HP, this effect is doubled.	Cecilia, The Proud *****	
fire	Chow, Baleful Flame	****	Warrior	Creature	1886	158	3145	Honored Armor IV: 160% HP for all Honored Heroes	Flatline	Dispel Armor				yes			Chow, Baleful Flame *****
fire	Chow, Baleful Flame	*****	Warrior	Creature				Honored Armor V: 180% HP for all Honored Heroes	Flatline	Dispel Armor				yes		Chow, Baleful Flame ****	Chow, Baleful Flame ******
fire	Chow, Baleful Flame	******	Warrior	Creature				Honored Armor VI: 200% HP for all Honored Heroes	Flatline	Dispel Armor				yes		Chow, Baleful Flame *****	
fire	Gladia, She Without Fear	****	Warrior	Honored	1886	158	3145	Fire Honored Guild II: 300% Damage and HP for all Fire Honored Heroes in GvG attacks	Weaken	Dispel Power GemSilence	2x				Generates 3 Honored Intensity and attacks for 1000% ATK, plus 500% for every 5 stacks of Honored Intensity, rounded down. If there is atleast one Fire Power Gem on the board, attacks a second time.		Gladia, She Without Fear *****
fire	Gladia, She Without Fear	*****	Warrior	Honored	3200	268	5334	Fire Honored Guild III: 325% Damage and HP for all Fire Honored Heroes in GvG attacks	Weaken	Dispel Power GemSilence	3x				Generates 3 Honored Intensity and attacks for 2000% ATK, plus 1000% for every 5 stacks of Honored Intensity, rounded down. If there is atleast one Fire Power Gem on the board, attacks a second time.	Gladia, She Without Fear ****	Gladia, She Without Fear ******
fire	Gladia, She Without Fear	******	Warrior	Honored	4668	393	7780	Fire Honored Guild IV: 400% Damage and HP for all Fire Honored Heroes in GvG attacks	Weaken	Dispel Power GemSilence	4x					Gladia, She Without Fear *****	
fire	Domi, Beast Fighter	***	Warrior	Honored	1128	97	1880	Fire Warrior Might I: 175% Damage and HP for all Fire Warrior Heroes	Judgement	Dispel Dodge	2x						Domi, Beast Fighter ****
fire	Domi, Beast Fighter	****	Warrior	Honored	1816	150	3029	Fire Warrior Might II: 200% Damage and HP for all Fire Warrior Heroes	Judgement	Dispel Dodge	2x					Domi, Beast Fighter ***	Domi, Beast Fighter *****
fire	Domi, Beast Fighter	*****	Warrior	Honored	3086	258	5144	Fire Warrior Might III: 225% Damage and HP for all Fire Warrior Heroes	Judgement	Dispel Dodge	3x				Creates 1 Fire Gems both now and for the next 2 turns, plus 1 additional Fire Gem per 25 Honored Intensity, rounded down	Domi, Beast Fighter ****	Domi, Beast Fighter ******
fire	Domi, Beast Fighter	******	Warrior	Honored	4500	377	7500	Fire Warrior Might IV: 300% Damage and HP for all Fire Warrior Heroes	Judgement	Dispel Dodge	4x				Creates 1 Fire Gems both now and for the next 2 turns, plus 1 additional Fire Gem per 25 Honored Intensity, rounded down	Domi, Beast Fighter *****	
fire	Bestiarius	***	Warrior	Honored				Fire Warrior Might I: 175% Damage and HP for all Fire Warrior Heroes	Poison	Dispel Fear	2x						Bestiarius ****
fire	Bestiarius	****	Warrior	Honored				Fire Warrior Might II: 200% Damage and HP for all Fire Warrior Heroes	Poison	Dispel Fear	2x					Bestiarius ***	Bestiarius *****
fire	Bestiarius	*****	Warrior	Honored				Fire Warrior Might III: 225% Damage and HP for all Fire Warrior Heroes	Poison	Dispel Fear	3x					Bestiarius ****	Bestiarius ******
fire	Bestiarius	******	Warrior	Honored	4664	391	7774	Fire Warrior Might IV: 300% Damage and HP for all Fire Warrior Heroes	Poison	Dispel Fear	4x					Bestiarius *****	
fire	Blazing Glory	*****	Attacker	Demigod	3729	500	2498	Fire Demigod Might III: 225% Damage and HP for all Fire Demigod Heroes	Dodge	Dispel Poison	3x				Glorius Blaze: Generate 1 Fire Power Gem II. If 8 or more Fire Gems exists, this effect is doubled.		
fire	Helioriss, Forge Executioner	****	Warrior	Ancient	1886	158	3143	Dragon Blessing IV: 260% REC for all Dragon Heroes	Zombie	Dispel Alacrity				yes	Misbegotten Strength: Increases self ATK by 15% for 2 turns.		Helioriss, Forge Executioner *****
fire	Helioriss, Forge Executioner	*****	Warrior	Ancient	3198	268	5330	Dragon Blessing V: 280% REC for all Dragon Heroes	Zombie	Dispel Alacrity				yes		Helioriss, Forge Executioner ****	Helioriss, Forge Executioner ******
fire	Helioriss, Forge Executioner	******	Warrior	Ancient	4660	389	7766	Dragon Blessing VI: 300% REC for all Dragon Heroes	Zombie	Dispel Alacrity				yes		Helioriss, Forge Executioner *****	
fire	Flamma, Arena King	******	Warrior	Honored	4670	393	7782	Fire Warrior Might IV: 300% Damage and HP for all Fire Warrior Heroes	Poison	Dispel Fear	5x				Increase Honored Hero's attack by 40%, plus 5% per 10 intensity, rounded down, for 1 turn, this ability can be used every turn		
fire	Lepora, Virtuous Defender	***	Warrior	Technological	1124	97	1872	Fire Technological Might I: 175% Damage and HP for all Fire Technological Heroes	Judgement	Dispel Blind			2x		Fire From the Sky: Attacks for 500% ATK. Increases Technological Intensity by 2.		Lepora, Virtuous Defender ****
fire	Lepora, Virtuous Defender	****	Warrior	Technological	1826	154	3045	Fire Technological Might II: 200% Damage and HP for all Fire Technological Heroes	Judgement	Dispel Blind			2x		Fire From the Sky: Attacks for 1000% ATK. Increases Technological Intensity by 3.	Lepora, Virtuous Defender ***	Lepora, Virtuous Defender *****
fire	Lepora, Virtuous Defender	*****	Warrior	Technological	3088	258	5148	Fire Technological Might III: 225% Damage and HP for all Fire Technological Heroes	Judgement	Dispel Blind			3x		Fire From the Sky: Attacks for 1500% ATK. Increases Technological Intensity by 5.	Lepora, Virtuous Defender ****	Lepora, Virtuous Defender ******
fire	Lepora, Virtuous Defender	******	Warrior	Technological	4512	381	7518	Fire Technological Might IV: 300% Damage and HP for all Fire Technological Heroes	Judgement	Dispel Blind			4x		Fire From the Sky: Attacks for 2000% ATK. Increases Technological Intensity by 10.	Lepora, Virtuous Defender *****	
fire	Flamefoot O'Hare	****	Attacker	Technological				Fire Technological Guild II: 300% Damage and HP for all Fire Technological Heroes in GvG attacks	Might	Dispel Judgement			2x				Flamefoot O'Hare *****
fire	Flamefoot O'Hare	*****	Attacker	Technological	3997	534	2670	Fire Technological Guild III: 325% Damage and HP for all Fire Technological Heroes in GvG attacks	Might	Dispel Judgement			3x		Hammer of Heat: Attacks for 500% ATK plus 5000% for every 5 stacks of Technological Intensity, rounded down.	Flamefoot O'Hare ****	Flamefoot O'Hare ******
fire	Flamefoot O'Hare	******	Attacker	Technological	5820	776	3883	Fire Technological Guild IV: 400% Damage and HP for all Fire Technological Heroes in GvG attacks	Might	Dispel Judgement			4x		Hammer of Heat: Attacks for 500% ATK plus 10000% for every 5 stacks of Technological Intensity, rounded down.	Flamefoot O'Hare *****	
fire	Infernal Vesuvio	****	Guardian	Corrupt	476	629	3143	Goblin Armor IV: 160% HP for all Goblin Heroes	Chaos	Dispel Alacrity				yes	Lava Flow: Attacks for 400% ATK, Increases enemyy's turn counter by 1		
fire	Ozomatli, Artisan of Flame	****	Attacker	Spirit	2353	313	1570	Fire Spirit Guild II: 300% Damage and HP for all Fire Spirit Heroes in GvG attacks	Toxin	Dispel GemSilence	2x				Flameplay: Creates 3 Fire Gems and increases ATK of Spirit Heroes by 1% for every 10 Spirit intensity, rounded down, for 2 turns, up to 50% maximum		Ozomatli, Artisan of Flame *****
water	Frostvein Cultist	*	Mage	Corrupt	256	86	118	Water Might I: 110% Damage for all Water Heroes	Drain	Unknown							Frostvein Devout **
water	Frostvein Devout	**	Mage	Corrupt	431	143	190	Water Might II: 120% Damage for all Water Heroes	Drain	Dispel Armor						Frostvein Cultist *	Frostvein Enforcer ***
water	Frostvein Enforcer	***	Mage	Corrupt	724	241	312	Water Might III: 140% Damage for all Water Heroes	Drain	Dispel Armor						Frostvein Devout **	
water	Sharhein Clansman	*	Balanced	Human	198	66	330	Balanced Might I: 110% Damage for all Balanced Heroes	Poison	Unknown							Sharhein Raider **
water	Sharhein Raider	**	Balanced	Human	320	107	534	Balanced Might II: 120% Damage for all Balanced Heroes	Poison	Dispel Dodge						Sharhein Clansman *	
water	Sharhein Recruit	*	Attacker	Human	358	50	254	Water Armor I: 110% HP for all Water Heroes	Weaken	Unknown							Sharhein Warrior **
water	Sharhein Warrior	**	Attacker	Human	598	81	411	Water Armor II: 120% HP for all Water Heroes	Weaken	Dispel Poison						Sharhein Recruit *	Sharhein Taskmaster ***
water	Sharhein Taskmaster	***	Attacker	Human	998	134	671	Water Armor III: 140% HP for all Water Heroes	Weaken	Dispel Poison						Sharhein Warrior **	Sharhein Crusher ****
water	Sharhein Crusher	****	Attacker	Human	1629	217	1092	Water Armor IV: 160% HP for all Water Heroes	Weaken	Dispel Poison						Sharhein Taskmaster ***	
water	Staj Harbor Brute	**	Warrior	Dwarf	447	37	745	Warrior Armor II: 120% HP for all Warrior Heroes	Might	Dispel Dodge							Staj Harbor Heavy ***
water	Staj Harbor Heavy	***	Warrior	Dwarf	762	65	1268	Warrior Armor III: 140% HP for all Warrior Heroes	Might	Dispel Dodge						Staj Harbor Brute **	
